Sample	Query	Marker	Start_pos	End_pos	Taxonomy	Abundance	iNode	E-value	LWR	EvoDist	Distances
gold_standard_high_single	RH|P|C22451_85	PF00687a	10	207	r__Root; d__Archaea; p__Euryarchaeota; c__Halobacteria; o__Halobacteriales; f__Halobacteriaceae; g__Halobacterium	1.0	284	1.3e-80	1.0	0.0256	0.0047,0.0209,0.0
gold_standard_high_single	RH|P|C13664_85	PF00687a	10	207	r__Root; d__Archaea; p__Euryarchaeota; c__Halobacteria; o__Halobacteriales; f__Halobacteriaceae; g__Halobacterium	1.0	284	2.8e-81	1.0	0.0205	0.0048,0.0156,0.0
gold_standard_high_single	RH|P|C23564_196	PF01409a	48	273	r__Root	1.0	91	5.8e-33	1.0	2.1816	0.1173,0.8876,1.1767
gold_standard_high_single	RH|P|C10719_281	PF01409a	92	337	r__Root	1.0	201	4.5e-49	1.0	3.068	1.8844,0.8451,0.3385
gold_standard_high_single	RH|P|C16984_148	PF01409a	92	335	r__Root	1.0	201	9.4e-54	1.0	3.0676	1.8844,0.8447,0.3385
gold_standard_high_single	RH|P|C34874_54	PF01409a	103	349	r__Root	1.0	466	3.6e-46	0.9999957658	1.958	0.0015,1.0749,0.8816
gold_standard_high_single	RH|P|C22125_210	PF01409a	107	350	r__Root	1.0	201	7.4e-50	1.0	3.174	1.8844,0.9511,0.3385
gold_standard_high_single	RH|P|C7002_72	PF01409a	92	325	r__Root	1.0	201	5.4e-50	0.5335717349	3.0952	1.8844,0.8723,0.3385
gold_standard_high_single	RH|P|C13057_397	PF01409a	91	337	r__Root	1.0	201	6.3e-50	1.0	3.071	1.8844,0.8481,0.3385
gold_standard_high_single	RH|P|C33418_7	PF01409a	91	326	r__Root	1.0	201	2.2e-52	1.0	3.2731	1.8844,1.0502,0.3385
gold_standard_high_single	RH|P|C14992_28	PF01409a	92	337	r__Root	1.0	201	9.2e-50	1.0	3.0868	1.8844,0.8639,0.3385
gold_standard_high_single	RH|P|C37030_7	PF01409a	91	326	r__Root	1.0	201	2.2e-52	1.0	3.2731	1.8844,1.0502,0.3385
gold_standard_high_single	RH|P|C37590_9	PF01409a	91	326	r__Root	1.0	201	3.7e-50	1.0	3.338	1.8844,1.1151,0.3385
gold_standard_high_single	RH|P|C26253_732	PF01409a	99	342	r__Root	1.0	201	1.7e-50	1.0	3.1917	1.8844,0.9688,0.3385
gold_standard_high_single	RH|P|C31580_193	PF01409a	108	349	r__Root	1.0	466	5.7e-50	0.9971824637	2.0012	0.1672,0.9524,0.8816
gold_standard_high_single	RH|P|C16008_21	PF01409a	90	336	r__Root	1.0	201	1.5e-44	1.0	3.2235	1.8844,1.0006,0.3385
gold_standard_high_single	RH|P|C31401_63	PF01409a	111	352	r__Root	1.0	466	1.5e-47	0.9997893908	2.0253	0.1061,1.0377,0.8816
gold_standard_high_single	RH|P|C15242_54	PF01409a	92	338	r__Root	1.0	466	6.2e-48	0.999882694	1.9171	0.0931,0.9425,0.8816
gold_standard_high_single	RH|P|C38902_12	PF01409a	91	330	r__Root	1.0	201	9.1e-50	1.0	3.1232	1.8844,0.9003,0.3385
gold_standard_high_single	RH|P|C20922_12	PF01409a	108	350	r__Root	1.0	201	8.1e-50	0.5193655017	3.0776	1.8844,0.8547,0.3385
gold_standard_high_single	RH|P|C33265_33	PF01409a	99	342	r__Root	1.0	466	1.2e-50	0.9987260928	2.0751	0.1322,1.0613,0.8816
gold_standard_high_single	RH|P|C11782_49	PF01409a	92	335	r__Root	1.0	466	4.6e-54	0.9999592301	1.8938	0.0777,0.9344,0.8816
gold_standard_high_single	RH|P|C15637_65	PF01409a	111	352	r__Root	1.0	466	1.5e-47	0.9997893908	2.0253	0.1061,1.0377,0.8816
gold_standard_high_single	RH|P|C8874_63	PF01409a	92	338	r__Root	1.0	466	3e-49	0.9999892214	1.9317	0.0344,1.0157,0.8816
gold_standard_high_single	RH|P|C4689_24	PF01409a	106	349	r__Root	1.0	466	4e-54	0.9999337835	1.9764	0.0869,1.0079,0.8816
gold_standard_high_single	RH|P|C29546_654	PF01409a	108	351	r__Root	1.0	466	1.1e-50	0.9982461675	2.0	0.1553,0.9631,0.8816
gold_standard_high_single	RH|P|C7065_79	PF01409a	105	348	r__Root	1.0	466	2.3e-54	0.9999337835	1.9764	0.0869,1.0079,0.8816
gold_standard_high_single	RH|P|C18580_57	PF01409a	93	337	r__Root	1.0	466	1.4e-48	0.9991971267	1.9646	0.1639,0.9191,0.8816
gold_standard_high_single	RH|P|C31088_72	PF01409a	93	339	r__Root	1.0	466	1.5e-49	0.9999604729	1.9825	0.0845,1.0164,0.8816
gold_standard_high_single	RH|P|C24453_961	PF01409a	99	342	r__Root	1.0	201	7e-53	0.5336600683	3.1744	1.8844,0.9515,0.3385
gold_standard_high_single	RH|P|C27302_24	PF01409a	93	339	r__Root	1.0	466	1.4e-53	0.9993552337	1.8932	0.1442,0.8674,0.8816
gold_standard_high_single	RH|P|C17847_24	PF01409a	95	336	r__Root	1.0	466	1.7e-52	0.9994648748	1.9898	0.116,0.9922,0.8816
gold_standard_high_single	RH|P|C1109_208	PF01409a	99	342	r__Root	1.0	201	1.5e-52	0.525233985	3.2084	1.8844,0.9855,0.3385
gold_standard_high_single	RH|P|C32619_41	PF01409a	481	708	r__Root	1.0	469	1.7e-10	1.0	4.7178	1.2454,1.2396,2.2327
gold_standard_high_single	RH|P|C11371_11	PF01409a	483	728	r__Root	1.0	473	6.1e-05	0.5096521904	6.0357	0.3736,1.2995,4.3625
gold_standard_high_single	RH|P|C38987_15	PF01409a	91	337	r__Root	1.0	201	3e-48	1.0	3.0466	1.8844,0.8237,0.3385
gold_standard_high_single	RH|P|C9673_14	PF01409a	95	336	r__Root	1.0	466	7.9e-48	0.9997425476	2.0486	0.0958,1.0712,0.8816
gold_standard_high_single	RH|P|C27082_197	PF01409a	99	342	r__Root	1.0	201	6.8e-53	1.0	3.1887	1.8844,0.9658,0.3385
gold_standard_high_single	RH|P|C17242_597	PF01409a	92	335	r__Root	1.0	201	9.4e-54	1.0	3.0676	1.8844,0.8447,0.3385
gold_standard_high_single	RH|P|C39634_299	PF01409a	99	342	r__Root	1.0	201	1.9e-51	1.0	3.2521	1.8844,1.0292,0.3385
gold_standard_high_single	RH|P|C32273_125	PF01409a	111	352	r__Root	1.0	466	1.5e-47	0.9997893908	2.0253	0.1061,1.0377,0.8816
gold_standard_high_single	RH|P|C41429_14	PF01409a	95	337	r__Root	1.0	466	6.4e-52	0.9995383489	1.9635	0.1325,0.9493,0.8816
gold_standard_high_single	RH|P|C24198_1003	PF01409a	99	342	r__Root	1.0	201	3e-52	0.525233985	3.2084	1.8844,0.9855,0.3385
gold_standard_high_single	RH|P|C26041_12	PF01409a	99	342	r__Root	1.0	201	5e-53	0.5280465365	3.1936	1.8844,0.9707,0.3385
gold_standard_high_single	RH|P|C1281_176	PF01409a	100	333	r__Root	1.0	466	4.9e-55	0.9981389492	1.9035	0.1556,0.8664,0.8816
gold_standard_high_single	RH|P|C16356_477	PF01409a	99	342	r__Root	1.0	201	1.7e-50	1.0	3.1917	1.8844,0.9688,0.3385
gold_standard_high_single	RH|P|C32793_2	PF01409a	106	349	r__Root	1.0	466	4.5e-54	0.9999341435	1.9782	0.0866,1.01,0.8816
gold_standard_high_single	RH|P|C11937_21	PF01409a	108	351	r__Root	1.0	466	7.9e-51	0.9982461675	2.0	0.1553,0.9631,0.8816
gold_standard_high_single	RH|P|C41307_774	PF01409a	108	351	r__Root	1.0	466	1.2e-51	0.9996682153	1.9468	0.1252,0.94,0.8816
gold_standard_high_single	RH|P|C36531_490	PF01409a	108	350	r__Root	1.0	466	3.3e-50	0.9960182832	1.9638	0.1738,0.9084,0.8816
gold_standard_high_single	RH|P|C29930_910	PF01409a	99	342	r__Root	1.0	466	7e-52	1.0	1.9462	0.1098,0.9547,0.8816
gold_standard_high_single	RH|P|C19752_123	PF01409a	111	352	r__Root	1.0	466	1.5e-47	0.9997893908	2.0253	0.1061,1.0377,0.8816
gold_standard_high_single	RH|P|C31925_569	PF01409a	120	363	r__Root	1.0	466	4.6e-51	0.9997319435	1.9811	0.1192,0.9803,0.8816
gold_standard_high_single	RH|P|C24541_14	PF01409a	118	359	r__Root	1.0	466	1e-48	0.999873069	2.0155	0.0961,1.0378,0.8816
gold_standard_high_single	RH|P|C22764_29	PF01409a	106	347	r__Root	1.0	466	1.4e-47	0.9997325214	2.0589	0.096,1.0813,0.8816
gold_standard_high_single	RH|P|C33080_608	PF01409a	99	342	r__Root	1.0	466	2.3e-53	0.9983692048	1.9704	0.1729,0.9159,0.8816
gold_standard_high_single	RH|P|C28155_11	PF01409a	100	348	r__Root	1.0	466	3.8e-51	1.0	1.8149	0.085,0.8483,0.8816
gold_standard_high_single	RH|P|C5708_66	PF01409a	108	351	r__Root	1.0	466	5.3e-49	0.9966060956	1.9408	0.1938,0.8654,0.8816
gold_standard_high_single	RH|P|C27485_24	PF01409a	93	339	r__Root	1.0	466	2e-54	0.9998663022	1.9314	0.08,0.9698,0.8816
gold_standard_high_single	RH|P|C1581_56	PF01409a	478	708	r__Root	1.0	469	1.4e-10	1.0	4.7178	1.2454,1.2396,2.2327
gold_standard_high_single	RH|P|C30042_34	PF01409a	96	343	r__Root	1.0	201	1.3e-50	1.0	3.1457	1.8844,0.9228,0.3385
gold_standard_high_single	RH|P|C28682_35	PF01409a	100	340	r__Root	1.0	466	1e-50	0.9999852863	1.8661	0.077,0.9075,0.8816
gold_standard_high_single	RH|P|C18675_12	PF01409a	100	342	r__Root	1.0	466	2e-52	0.9994466574	1.9758	0.1364,0.9577,0.8816
gold_standard_high_single	RH|P|C16768_68	PF01409a	93	339	r__Root	1.0	201	4.7e-42	1.0	3.2862	1.8844,1.0633,0.3385
gold_standard_high_single	RH|P|C112_188	PF01409a	91	326	r__Root	1.0	201	6.3e-53	1.0	3.2525	1.8844,1.0296,0.3385
gold_standard_high_single	RH|P|C29259_127	PF01409a	91	338	r__Root	1.0	201	1.1e-48	1.0	3.1982	1.8844,0.9753,0.3385
gold_standard_high_single	RH|P|C36530_120	PF01409a	99	342	r__Root	1.0	201	2.4e-51	1.0	3.2096	1.8844,0.9867,0.3385
gold_standard_high_single	RH|P|C37199_7	PF01409a	91	326	r__Root	1.0	201	3.2e-51	1.0	3.3126	1.8844,1.0897,0.3385
gold_standard_high_single	RH|P|C22950_24	PF01409a	92	337	r__Root	1.0	201	3.1e-53	1.0	3.0343	1.8844,0.8114,0.3385
gold_standard_high_single	RH|P|C14584_54	PF01409a	92	337	r__Root	1.0	201	6.2e-49	1.0	3.1178	1.8844,0.8948,0.3385
gold_standard_high_single	RH|P|C18214_37	PF01409a	92	337	r__Root	1.0	201	4.6e-49	1.0	3.068	1.8844,0.8451,0.3385
gold_standard_high_single	RH|P|C17997_14	PF01409a	101	346	r__Root	1.0	201	7.6e-45	1.0	3.4513	1.8844,1.2284,0.3385
gold_standard_high_single	RH|P|C35718_24	PF01409a	93	339	r__Root	1.0	466	2.2e-56	1.0	1.8613	0.1044,0.8753,0.8816
gold_standard_high_single	RH|P|C3751_92	PF01409a	99	342	r__Root	1.0	466	7e-52	1.0	1.9462	0.1098,0.9547,0.8816
gold_standard_high_single	RH|P|C36892_21	PF01409a	106	349	r__Root	1.0	466	3e-54	0.9999743527	1.936	0.069,0.9853,0.8816
gold_standard_high_single	RH|P|C7977_11	PF01409a	99	342	r__Root	1.0	466	1.3e-50	0.9997544182	1.9195	0.1117,0.9263,0.8816
gold_standard_high_single	RH|P|C21416_13	PF01409a	93	339	r__Root	1.0	466	1.4e-58	1.0	1.7585	0.0986,0.7783,0.8816
gold_standard_high_single	RH|P|C36401_767	PF01409a	108	349	r__Root	1.0	466	2.8e-47	0.9981012155	1.9756	0.158,0.936,0.8816
gold_standard_high_single	RH|P|C3168_1181	PF01409a	100	342	r__Root	1.0	466	1.7e-52	0.9994466574	1.9758	0.1364,0.9577,0.8816
gold_standard_high_single	RH|P|C31309_19	PF01409a	108	349	r__Root	1.0	201	8.3e-49	0.5413154509	3.1475	1.8844,0.9246,0.3385
gold_standard_high_single	RH|P|C14301_49	PF01409a	92	338	r__Root	1.0	466	3.9e-48	0.999882694	1.9171	0.0931,0.9425,0.8816
gold_standard_high_single	RH|P|C33404_40	PF01409a	91	326	r__Root	1.0	466	6.1e-56	0.9994176611	1.8414	0.1444,0.8154,0.8816
gold_standard_high_single	RH|P|C28957_1	PF01409a	1	242	r__Root	1.0	91	0.00046	0.40860818	3.9788	1.6993,1.1028,1.1767
gold_standard_high_single	RH|P|C3865_151	PF01409a	488	707	r__Root	1.0	469	3.5e-08	1.0	5.0794	1.4483,1.3984,2.2327
gold_standard_high_single	RH|P|C19469_44	PF01409a	478	708	r__Root	1.0	469	1.4e-10	1.0	4.7178	1.2454,1.2396,2.2327
gold_standard_high_single	RH|P|C36717_14	PF01409a	100	341	r__Root	1.0	466	6e-47	0.9997398451	2.1003	0.0957,1.123,0.8816
gold_standard_high_single	RH|P|C36730_69	PF01409a	93	339	r__Root	1.0	201	7.6e-41	1.0	3.3281	1.8844,1.1052,0.3385
gold_standard_high_single	RH|P|C17681_360	PF01409a	91	337	r__Root	1.0	201	2e-48	1.0	3.1307	1.8844,0.9078,0.3385
gold_standard_high_single	RH|P|C36857_22	PF01409a	90	336	r__Root	1.0	201	1.6e-44	1.0	3.2235	1.8844,1.0006,0.3385
gold_standard_high_single	RH|P|C38604_37	PF01409a	96	343	r__Root	1.0	201	7.8e-51	1.0	3.1386	1.8844,0.9157,0.3385
gold_standard_high_single	RH|P|C25760_153	PF01409a	91	337	r__Root	1.0	201	1.5e-48	1.0	3.2052	1.8844,0.9823,0.3385
gold_standard_high_single	RH|P|C37327_12	PF01409a	99	342	r__Root	1.0	201	9.7e-52	1.0	3.0977	1.8844,0.8748,0.3385
gold_standard_high_single	RH|P|C22039_18	PF01409a	99	342	r__Root	1.0	201	4.8e-49	1.0	3.2415	1.8844,1.0186,0.3385
gold_standard_high_single	RH|P|C34413_12	PF01409a	99	342	r__Root	1.0	201	5e-53	0.5280465365	3.1936	1.8844,0.9707,0.3385
gold_standard_high_single	RH|P|C38263_14	PF01409a	107	353	r__Root	1.0	466	1.5e-51	0.9999844696	1.9135	0.0595,0.9724,0.8816
gold_standard_high_single	RH|P|C24337_55	PF01409a	92	338	r__Root	1.0	201	1.1e-49	1.0	3.1025	1.8844,0.8796,0.3385
gold_standard_high_single	RH|P|C5614_75	PF01409a	97	344	r__Root	1.0	201	1.2e-51	1.0	3.2382	1.8844,1.0153,0.3385
gold_standard_high_single	RH|P|C19413_17	PF01409a	90	336	r__Root	1.0	201	7e-49	1.0	3.1631	1.8844,0.9402,0.3385
gold_standard_high_single	RH|P|C31049_20	PF01409a	108	351	r__Root	1.0	466	1.2e-50	0.9985666955	1.9642	0.1514,0.9312,0.8816
gold_standard_high_single	RH|P|C25425_56	PF01409a	104	349	r__Root	1.0	466	8e-48	0.9997940093	1.97	0.1024,0.986,0.8816
gold_standard_high_single	RH|P|C20006_128	PF01409a	111	352	r__Root	1.0	466	1.5e-47	0.9997893908	2.0253	0.1061,1.0377,0.8816
gold_standard_high_single	RH|P|C26043_554	PF01409a	120	363	r__Root	1.0	466	1.2e-50	0.9997260567	1.9769	0.1202,0.9751,0.8816
gold_standard_high_single	RH|P|C20563_3	PF01409a	91	326	r__Root	1.0	466	1.7e-56	0.999930247	1.9619	0.0723,1.008,0.8816
gold_standard_high_single	RH|P|C17732_12	PF01409a	108	350	r__Root	1.0	201	8.2e-50	0.5216354437	3.0658	1.8844,0.8429,0.3385
gold_standard_high_single	RH|P|C22135_44	PF01409a	94	341	r__Root	1.0	466	1.3e-54	0.9971070842	1.9584	0.163,0.9139,0.8816
gold_standard_high_single	RH|P|C1596_143	PF01409a	93	340	r__Root	1.0	201	5.4e-53	0.9999825111	3.1844	1.8844,0.9615,0.3385
gold_standard_high_single	RH|P|C2536_19	PF01409a	99	342	r__Root	1.0	201	3.5e-52	1.0	3.1282	1.8844,0.9053,0.3385
gold_standard_high_single	RH|P|C6934_131	PF01409a	101	345	r__Root	1.0	201	7.2e-48	1.0	3.1611	1.8844,0.9381,0.3385
gold_standard_high_single	RH|P|C35334_12	PF01409a	99	342	r__Root	1.0	201	2.5e-52	1.0	3.0838	1.8844,0.8609,0.3385
gold_standard_high_single	RH|P|C23389_685	PF01409a	91	337	r__Root	1.0	201	7.5e-48	1.0	3.1627	1.8844,0.9398,0.3385
gold_standard_high_single	RH|P|C32310_19	PF01409a	102	343	r__Root	1.0	466	1.3e-50	0.9995463019	1.9633	0.1136,0.9681,0.8816
gold_standard_high_single	RH|P|C24585_110	PF01409a	99	342	r__Root	1.0	201	1.5e-50	1.0	3.2367	1.8844,1.0138,0.3385
gold_standard_high_single	RH|P|C17080_18	PF01409a	112	355	r__Root	1.0	466	5.4e-53	0.9998658612	1.9515	0.1087,0.9612,0.8816
gold_standard_high_single	RH|P|C27146_6	PF01409a	92	335	r__Root	1.0	201	7.3e-50	1.0	3.0495	1.8844,0.8266,0.3385
gold_standard_high_single	RH|P|C2262_208	PF01409a	99	342	r__Root	1.0	201	1.1e-49	1.0	3.174	1.8844,0.9511,0.3385
gold_standard_high_single	RH|P|C16692_57	PF01409a	108	349	r__Root	1.0	466	1.4e-50	0.9967713307	1.9751	0.1688,0.9247,0.8816
gold_standard_high_single	RH|P|C24325_290	PF01409a	99	342	r__Root	1.0	201	2.7e-49	1.0	3.2362	1.8844,1.0133,0.3385
gold_standard_high_single	RH|P|C7944_18	PF01409a	99	342	r__Root	1.0	201	1.3e-49	1.0	3.2415	1.8844,1.0186,0.3385
gold_standard_high_single	RH|P|C40521_5	PF01409a	92	336	r__Root	1.0	466	1e-48	0.9999545005	1.8732	0.0853,0.9063,0.8816
gold_standard_high_single	RH|P|C6910_18	PF01409a	113	356	r__Root	1.0	201	4.4e-53	1.0	3.1706	1.8844,0.9477,0.3385
gold_standard_high_single	RH|P|C9699_344	PF01409a	1	112	r__Root; d__Archaea; p__Euryarchaeota; c__Halobacteria; o__Halobacteriales; f__Halobacteriaceae; g__Halobacterium	1.0	206	5.6e-39	1.0	0.0384	0.0001,0.0383,0.0
gold_standard_high_single	RH|P|C23257_180	PF01409a	108	349	r__Root	1.0	466	3e-52	0.9973091496	2.0009	0.1706,0.9486,0.8816
gold_standard_high_single	RH|P|C3865_150	PF01409a	93	340	r__Root	1.0	466	3.3e-52	1.0	1.8304	0.0797,0.8691,0.8816
gold_standard_high_single	RH|P|C5299_492	PF01409a	95	337	r__Root	1.0	466	7e-53	0.9995792736	1.9487	0.1313,0.9358,0.8816
gold_standard_high_single	RH|P|C40002_21	PF01409a	106	349	r__Root	1.0	466	3.9e-53	0.9999384038	1.9973	0.0837,1.032,0.8816
gold_standard_high_single	RH|P|C21160_6	PF01409a	92	339	r__Root	1.0	466	5e-56	1.0	1.8294	0.0972,0.8506,0.8816
gold_standard_high_single	RH|P|C32469_20	PF01409a	106	349	r__Root	1.0	466	1.2e-53	0.9999337835	1.9764	0.0869,1.0079,0.8816
gold_standard_high_single	RH|P|C33504_109	PF01409a	99	342	r__Root	1.0	201	5e-51	0.5219642678	3.2046	1.8844,0.9817,0.3385
gold_standard_high_single	RH|P|C19925_56	PF01409a	92	326	r__Root	1.0	201	1.5e-54	0.5407016336	3.0712	1.8844,0.8483,0.3385
gold_standard_high_single	RH|P|C24028_180	PF01409a	97	339	r__Root	1.0	201	5.9e-48	0.9999694014	3.2214	1.8844,0.9985,0.3385
gold_standard_high_single	RH|P|C17441_13	PF01409a	483	728	r__Root	1.0	469	1.8e-05	1.0	5.0603	1.5091,1.3186,2.2327
gold_standard_high_single	RH|P|C30102_327	PF01409a	91	326	r__Root	1.0	201	3e-52	1.0	3.2462	1.8844,1.0233,0.3385
gold_standard_high_single	RH|P|C4349_16	PF01409a	102	345	r__Root	1.0	201	2.7e-49	1.0	3.1894	1.8844,0.9665,0.3385
gold_standard_high_single	RH|P|C2952_5	PF01409a	92	339	r__Root	1.0	466	6.5e-51	0.9995106806	1.9001	0.1158,0.9026,0.8816
gold_standard_high_single	RH|P|C18213_41	PF01409a	91	330	r__Root	1.0	201	1.3e-52	1.0	3.0835	1.8844,0.8606,0.3385
gold_standard_high_single	RH|P|C27322_107	PF01409a	91	326	r__Root	1.0	201	2.5e-52	1.0	3.2569	1.8844,1.034,0.3385
gold_standard_high_single	RH|P|C32746_148	PF01409a	92	335	r__Root	1.0	201	9.4e-54	1.0	3.0676	1.8844,0.8447,0.3385
gold_standard_high_single	RH|P|C38205_356	PF01409a	91	330	r__Root	1.0	201	1.6e-49	1.0	3.1182	1.8844,0.8953,0.3385
gold_standard_high_single	RH|P|C29603_509	PF01409a	99	342	r__Root	1.0	201	1.7e-50	1.0	3.1917	1.8844,0.9688,0.3385
gold_standard_high_single	RH|P|C15588_41	PF01409a	91	337	r__Root	1.0	201	3e-48	1.0	3.0466	1.8844,0.8237,0.3385
gold_standard_high_single	RH|P|C7666_46	PF01409a	92	338	r__Root	1.0	466	7.1e-48	0.999882694	1.9171	0.0931,0.9425,0.8816
gold_standard_high_single	RH|P|C16972_103	PF01409a	100	346	r__Root	1.0	201	6.5e-48	1.0	3.2072	1.8844,0.9843,0.3385
gold_standard_high_single	RH|P|C4515_15	PF01409a	92	339	r__Root	1.0	466	7.4e-57	1.0	1.7597	0.118,0.7601,0.8816
gold_standard_high_single	RH|P|C34485_18	PF01409a	94	340	r__Root	1.0	466	1.6e-50	1.0	1.8365	0.1033,0.8516,0.8816
gold_standard_high_single	RH|P|C40374_481	PF01409a	108	350	r__Root	1.0	466	3.3e-50	0.9960182832	1.9638	0.1738,0.9084,0.8816
gold_standard_high_single	RH|P|C24337_54	PF01409a	478	709	r__Root	1.0	469	2.5e-12	1.0	4.777	0.9839,1.5603,2.2327
gold_standard_high_single	RH|P|C2952_6	PF01409a	496	711	r__Root	1.0	469	2.2e-06	1.0	5.3551	0.9547,2.1677,2.2327
gold_standard_high_single	RH|P|C34989_95	PF01409a	92	335	r__Root	1.0	201	9.6e-54	1.0	3.0676	1.8844,0.8447,0.3385
gold_standard_high_single	RH|P|C18088_172	PF01409a	99	342	r__Root	1.0	201	1.7e-50	1.0	3.1917	1.8844,0.9688,0.3385
gold_standard_high_single	RH|P|C29147_10	PF01409a	91	337	r__Root	1.0	201	3e-48	1.0	3.0466	1.8844,0.8237,0.3385
gold_standard_high_single	RH|P|C37065_177	PF01409a	91	337	r__Root	1.0	201	4.1e-50	1.0	3.071	1.8844,0.8481,0.3385
gold_standard_high_single	RH|P|C36212_2	PF01409a	91	337	r__Root	1.0	201	2.9e-48	1.0	3.0466	1.8844,0.8237,0.3385
gold_standard_high_single	RH|P|C20483_390	PF01409a	92	337	r__Root	1.0	201	4.6e-49	1.0	3.068	1.8844,0.8451,0.3385
gold_standard_high_single	RH|P|C24152_85	PF01409a	91	337	r__Root	1.0	201	1.2e-48	1.0	3.2052	1.8844,0.9823,0.3385
gold_standard_high_single	RH|P|C15048_63	PF01409a	93	339	r__Root	1.0	201	9.1e-44	1.0	3.2682	1.8844,1.0453,0.3385
gold_standard_high_single	RH|P|C40287_710	PF01409a	99	344	r__Root	1.0	201	1.2e-49	1.0	3.2152	1.8844,0.9923,0.3385
gold_standard_high_single	RH|P|C35709_16	PF01409a	91	337	r__Root	1.0	201	2.9e-48	1.0	3.0466	1.8844,0.8237,0.3385
gold_standard_high_single	RH|P|C39386_731	PF01409a	99	342	r__Root	1.0	201	1.7e-50	1.0	3.1917	1.8844,0.9688,0.3385
gold_standard_high_single	RH|P|C8456_81	PF01409a	92	330	r__Root	1.0	201	1.1e-49	1.0	3.1112	1.8844,0.8883,0.3385
gold_standard_high_single	RH|P|C13491_45	PF01409a	91	330	r__Root	1.0	201	3.3e-51	1.0	3.1685	1.8844,0.9456,0.3385
gold_standard_high_single	RH|P|C24853_12	PF01409a	96	340	r__Root	1.0	466	8e-51	1.0	1.8491	0.1065,0.861,0.8816
gold_standard_high_single	RH|P|C36373_208	PF01409a	106	353	r__Root	1.0	466	1.1e-52	0.9996068405	1.8908	0.1327,0.8765,0.8816
gold_standard_high_single	RH|P|C18971_13	PF01409a	483	728	r__Root	1.0	469	1.8e-05	1.0	5.0603	1.5091,1.3186,2.2327
gold_standard_high_single	RH|P|C6491_19	PF01409a	478	702	r__Root	1.0	469	3.1e-05	1.0	4.6818	1.0302,1.4189,2.2327
gold_standard_high_single	RH|P|C30386_69	PF01409a	93	339	r__Root	1.0	201	1.2e-42	1.0	3.2981	1.8844,1.0752,0.3385
gold_standard_high_single	RH|P|C14710_53	PF01409a	106	349	r__Root	1.0	466	9.6e-54	0.9999322194	1.9645	0.0883,0.9945,0.8816
gold_standard_high_single	RH|P|C32949_742	PF01409a	120	363	r__Root	1.0	466	4.6e-49	0.9997260567	1.9769	0.1202,0.9751,0.8816
gold_standard_high_single	RH|P|C11159_1118	PF01409a	91	337	r__Root	1.0	201	1.1e-47	1.0	3.0897	1.8844,0.8668,0.3385
gold_standard_high_single	RH|P|C6798_10	PF01409a	91	337	r__Root	1.0	201	5e-50	1.0	3.068	1.8844,0.8451,0.3385
gold_standard_high_single	RH|P|C36149_13	PF01409a	99	342	r__Root	1.0	201	1.8e-51	1.0	3.2521	1.8844,1.0292,0.3385
gold_standard_high_single	RH|P|C13563_24	PF01409a	106	349	r__Root	1.0	466	1.3e-53	0.999926187	1.9934	0.0876,1.0242,0.8816
gold_standard_high_single	RH|P|C38726_47	PF01409a	97	333	r__Root	1.0	201	3e-57	0.5334544743	2.9752	1.8844,0.7523,0.3385
gold_standard_high_single	RH|P|C13600_90	PF01409a	93	335	r__Root	1.0	201	1.5e-53	1.0	3.0984	1.8844,0.8755,0.3385
gold_standard_high_single	RH|P|C15965_81	PF01409a	115	363	r__Root	1.0	201	2.2e-52	1.0	3.1291	1.8844,0.9062,0.3385
gold_standard_high_single	RH|P|C5024_616	PF01409a	120	363	r__Root	1.0	466	5.3e-50	0.9997260567	1.9769	0.1202,0.9751,0.8816
gold_standard_high_single	RH|P|C32759_78	PF01409a	91	326	r__Root	1.0	466	8.1e-56	0.9999696126	1.9719	0.0601,1.0302,0.8816
gold_standard_high_single	RH|P|C11865_19	PF01409a	91	326	r__Root	1.0	466	9.6e-56	0.9999443923	1.9449	0.0677,0.9956,0.8816
gold_standard_high_single	RH|P|C32363_526	PF01409a	120	363	r__Root	1.0	466	2.3e-52	0.9996301027	1.9408	0.1305,0.9287,0.8816
gold_standard_high_single	RH|P|C27009_31	PF01409a	92	338	r__Root	1.0	466	5.9e-50	1.0	1.8805	0.0869,0.9119,0.8816
gold_standard_high_single	RH|P|C11199_14	PF01409a	108	351	r__Root	1.0	466	8.4e-49	0.9968395356	1.9457	0.1918,0.8723,0.8816
gold_standard_high_single	RH|P|C41628_91	PF01409a	91	337	r__Root	1.0	467	6.3e-48	0.9998976747	2.2736	0.0942,0.9069,1.2725
gold_standard_high_single	RH|P|C21676_277	PF01409a	487	703	r__Root	1.0	469	1.9e-11	1.0	5.5325	1.43,1.8698,2.2327
gold_standard_high_single	RH|P|C24853_11	PF01409a	486	706	r__Root	1.0	469	4.3e-13	1.0	4.7749	1.2682,1.274,2.2327
gold_standard_high_single	RH|P|C33599_31	PF01409a	97	340	r__Root	1.0	201	1.3e-42	1.0	3.4458	1.8844,1.2228,0.3385
gold_standard_high_single	RH|P|C15563_232	PF01409a	93	330	r__Root	1.0	201	2.2e-49	1.0	3.0641	1.8844,0.8412,0.3385
gold_standard_high_single	RH|P|C41190_136	PF01409a	91	326	r__Root	1.0	201	4.2e-53	1.0	3.2265	1.8844,1.0036,0.3385
